,Review,du_lich
34,"+ Đầu tiên về điểm cộng duy nhất là cảnh đẹp vô cùng, khu cắm trại nằm lọt thỏm giữa núi đá vs 3 bề là núi, 1 bề biển rộng, mát mẻ, nước biển trong vắt nhìn thấy đáy, bãi cát dài, bãi đá với nhiều hình dáng tuyệt đẹp.
- Điểm trừ đầu tiên, bãi biển phía bên tay phải, gần bãi đá quá dơ, rác nổi lềnh bềnh, không ai dọn.
- Điểm trừ thứ 2, tắm tráng mỗi người 10k mà cái vòi lộ thiên, không có xô chậu, gáo ghiếc gì để dội lại, không hiểu con gái như mình mặc bikini dính đầy cát vào người cứ phải đứng tồng ngồng giữa thanh thiên bạch nhật để kì cọ??? Còn rửa ráy phía trong cũng không thể thuận tiện như chỗ không người được. 
- Điểm trừ lớn nhất là nhân viên nam quá vô duyên, không hiểu là có phải chưa bao giờ thấy con gái hay không mà lúc mình đứng tắm tráng, 1 mớ thanh niên đứng bu vào phía sau, ngay chỗ dim mát trong nhà nhìn ra, tặc lưỡi, cười hí hố, trêu chọc vô cùng khiếm nhã, vô cùng bất lịch sự, xin lỗi vì mình nói thẳng là hành động của các bạn nam hôm đó rất bullshit và không thể chấp nhận được. Mình thì khỏi phải nói, máu nóng bốc lên đầu mà ráng nhịn nhục tắm cho xong.
- Nhà vệ sinh hôi khai, nhà vệ sinh nữ không có vòi xịt
- Chỗ giữ xe không có phông bạt che, xe mình bị phơi nắng đến nổ lốp trên đường về.

Giá cả: 10k giữ xe, 10k tắm tráng/ người, 20k vé tham quan/người
Đường đi từ Quy Nhơn đến Cát Tiến khoảng 26km, đường dễ đi, nhưng dễ lạc nếu không để ý.

> Mình sẽ không quay lại cho đến khi thái độ của nhân viên nam tiến bộ hơn, vì đến chỉ làm mình hậm hực muốn bỏ về",2
35,"Đây là 1 điểm đẹp ở Bình Định nên khám phá. Ở đây có nhà hàng và khu cắm trại cho khách muốn ở lại đêm. Giá đồ ăn, nước uống ở đây khá mềm. Cảnh thiên nhiên ở đây rất đẹp, nước biển trong veo, chụp hình tự sướng ở đây khỏi phải nói, ảo tung cả chảo lun :D Đặc biệt ở đây họ xây dựng 2 cổng xích đu ở giữa biển, bạn nào chịu khó ra chụp hình... Dưới bãi biển có người dân bán vài món ăn vặt, giá mềm, không chặt chém khách.",4
36,Bãi biển mới khai thác...1 bên núi còn 1 bên biển...do mới khai thác nên dịch vụ chưa có nhiều...như muốn thay đồ dưới bãi biển thì ko có phòng thay đồ...còn muốn tắm nước sạch thì phải leo lên trên khá xa..biển đẹp...,3
37,"Khu này gần Kỳ Co,các bạn ghé Kỳ Co chơi r tầm 3 4h ghé qua đây,đừng qua lúc trưa,nắng lắm,mình đi về mà như cột nhà cháy T.T
-Gửi xe 10k,Vé cổng Free nhé
-Đi bộ từ bãi gửi xe xuống biển tầm 700m,lại toàn bậc thang,đi dễ,về mún xỉu luôn :v
-Nc biển trong,mình thấy du khách củng khá vắng,có hàng rong ven biển
-Thấy cả khu lều dã ngoại,kb mấy má PR quá hay sao chứ mình thấy củng bt,đặc biệt ở đây có 2 cây cầu trên biển,sửu nhi hay giành lấy.Mình vừa ngồi lên,định xuống lấy dép thì 2 3 em gái bu dô giựt,thiếu điều xô mình nửa là đủ :))
-Đi xa xa sẽ gặp nhiều hòn đá lớn,ngồi tránh nắng và chụp hình lên nhìn rắt hoang dã :))",4
38,"Cách TP Quy Nhơn khoảng 30km, tới đây có view ngắm biển trung lương hơi bị đẹp. Từ trên cao nhìn xuống, biển xanh ngắt, trong lành và phẳng lặng. Thả mình vào dòng nước biển trong mát quả thật là một trải nghiệm tuyệt với với những người yêu biển, để thưởng thức cái nắng, cái gió như mình. 
Trong khu này còn có nhà hàng để tắm tráng và thưởng thức các món ẩm thực đặc trưng của xứ nẫu. hức ăn ở đây chủ yếu là các món hải sản tươi sống do ngư dân địa phương đánh bắt được như xìa, mực, tôm, cá, ghẹ, cua… được hấp, xào, nướng… rất ngon miệng. Gía cả phải chăng.",4
39,"Đi team building được bố trí nghỉ trong khu resort này nên cũng ăn uống trong này. Bữa trưa đươc sắp xếp theo cơm gia đình. Bữa trưa được bày trí xung quanh bàn tròn, có nhiều món trông rất hấp dẫn và bắt mắt. Có đủ các món xào, mặn và món canh ... Nhân viên luôn đứng gần đó để phục vụ mỗi khi có nhu cầu. Đồ ăn hợp khẩu vị, nhất là món thịt kho trứng.",4
40,"Hình như đây là khách sạn 4 sao thì phải . Mà theo đánh giá của mình thì 4 sao quá là xa xỉ luôn , chưa bao giờ thấy khách sạn 4 sao nào mà phòng bị hư máy lạnh từ trước cả khi khách đến mà vẫn cho khách vào ở , gặp phòng mình ngay hướng đứng gió , gọi lễ tân 4 5 cuộc cũng cho người lên sửa mà vẫn đâu chả vào đó . Ổ điện thì ở cách xa tít cái giường , thiết kế quá là tệ , đã thế quán cà phê riêng của ks quá tạp nham và nước hồ bơi hết sức bẩn . Trải nghiệm tệ quá tệ lần đầu mới thấy ở ks 4 sao !",2
41,"Khách sạn này cũng là dạng nổi tiếng ở Quy Nhơn. Vì khách sạn ngay cạnh bên bãi tắm Hoàng Hậu. Sáng sớm có thể ra hóng gió khá là thoải mái.

Về phòng ốc, khá là sang trọng bởi khách sạn có đầy đủ tủ, bàn, đồ dùng cần thiết. Hai người ở chung 1 phòng, phòng với 2 người rộng thoải mái luôn. Toalet có bồn tắm thoải mái lắm. Khuôn viên hotel có quán cà phê, sinh tố để ra ngồi nhâm nhi hóng gió nữa. Nhưng do xung quanh nhiều cây rậm rạp nên dễ bị muỗi vào phòng nhé!",4
42,"Công ty tổ chức team building ở ngoài qui nhơn này nên có dịp ghé qua resort này để nghỉ ngơi vài hôm, rerost này cũng khá là ok nhưng với chất lượng 4 sao tì có vẻ hơi quá cao so với mặt bằng chung, phòng ốc cũng khá là ok nhưng mình thấy có vẽ nó hơi cũ kỹ tý, nhưng cũng khá là ổn rồi phòng ốc rộng rãi lắm luôn nha, có buffet ăn sáng nữa đồ ăn cũng nhiều và khá là phong phú đa dạng, nhân viên lịch sự và thân thiện lắm luôn nha",4
43,"Đây là 1 trong những resort mình tháy có view cực kỳ đẹp và bắt mắt đối với mình nha, từ phòng ốc cho tới lối đi hay cách bài trí đều khá là ổn, do là resort nên không gian cũng khá là yên tĩnh và thoãi mái cực kỳ thích hợp cho việc nghĩ dưỡng luôn ấy chứ, phòng mình ở là 3 người nhưng cũng rộng lắm luôn nha, mõi người 1 giường riêng biệt nên nằm cực thích và thoãi mái, đồ ăn sáng cũng phong phú và hấp dẫn lắm, ăn mà muốn no căng cái bụng được ấy chứ",4
44,"Đợt companytrip vừa rồi cty mình có nghỉ ở đây. Sảnh lễ tân nhìn cũng sang kiểu gỗ gỗ ý. Đồ gỗ quá trời luôn, nhân viên checkin cũng dễ thương. Phòng mình nằm ở khu xa lắc xa lơ, tuốt trên lầu 2 khó kiếm, mà nhân viên cũng chủ dẫn đến dưới trệt thoy, để tự khiêng vali lên luôn😂😂 phòng thì hơi cũ, rộng rãi nhưng không okay lắm. Nếu kêu chuẩn 4sao thì hk xứng đáng lắm",3
45,"Hôm mình đi Quy Nhơn có ghé resort này ở. Phòng đẹp, tiện nghi, sàn gỗ. Phòng tắm rộng, có bồn. Khá hài lòng với sự tiện nghi cũng như sự chu đáo của nhân viên",4
46,"Hôm bữa ra Quy Nhơn chơi ở trong này, với mác resort 4 sao thì chất lượng và dịch vụ ko xứng đáng, phòng thì hơi cũ, gọi lễ tân để mua thức ăn thì mới 11h khuya đã nói ko còn phục vụ. Cảnh xung quoanh thì hơi nhếch nhác âm u. Ko hài lòng lắm",3
47,"Về không gian và khung cảnh của khách sạn thì nói chung là chấp nhận được. Thứ nhất là do gần trung tâm thành phố và trước cổng cũng có nhiều hàng quán ăn được. Khách sạn cũng có nhiều cây xanh thoáng mát. Đồ ăn sáng nói chung cũng tạm được nếu không quá khăt khe. 
Tuy nhiên về chất lượng dịch vụ thì khá tệ, các phòng quá xa nhau và không có bản hướng dẫn nên tìm phòng khá khó khăn. Phòng mình thì không bị hỏng hóc gì nhưng thiếu mất cái bàn gỗ, gọi hỏi thì nhân viên bảo đang sửa, xong sẽ báo mà chờ hoài không thấy đâu, nhưng vẫn đỡ hơn mấy phòng bên cạnh có phòng hư ổ khóa, có phòng hư cả toilet. không biết khách sạn có cho người bảo trì thường xuyên không. Mọi người tốt nhất nên kiểm tra kĩ khi đặt phòng ở khách sạn này,",3
48,"Lần trước mình cùng công ty đi team building đã nghỉ ngơi ở resort này. Rẻsort có view sát biển, không gian rộng rãi và nhiều cây xanh mát mẻ, thoáng. Chia ra nhiều khu mỗi khu cách nhau khá xa. Nếu ban đêm từng khu đi lại hơi sợ, vì đèn mờ ảo, vắng vẻ. Thang máy xuống cấp quá, đi lên từng tầng lâu mà có âm thanh lạ. Bãi biển khu này sạch sẽ. Phòng cũng bình thường. Lúc nhận phòng phân chia đợi khá lâu. Buffet ăn sáng quá tệ luôn. Đồ ăn có vài món ngày nào cũng vậy không biết phải ăn gì.",3
49,"Không đẹp như hình quảng cáo, đến nơi thật sự thất vọng.
Khuôn viên resort rộng với nhiều cây xanh rất đẹp. Thế nhưng:
- Không có bảng chỉ đường vào các phòng, nhận chìa khóa xong lơ ngơ tự đi tìm lòng vòng.
- Cửa phòng thì hỏng không chốt được
- Bồn vệ sinh hư nút, nghẹt không dùng được -> gọi điện thoại báo tình trạng với quản lý thì dạ dạ nhưng tình trạng không cải thiện, cũng ko đổi phòng
- Ghế bên ngoài thiếu bàn
- Hồ bơi rất nhỏ, không to-sạch-đẹp như hình chụp
- Máy lạnh thì ồn

Nếu là hotel 2 sao mình có thể chấp nhận tất cả tình trạng trên. Nhưng với tiêu chuẩn 4 sao thì mình không chấp nhận được.",2
50,"Resort rất rộng và đẹp vô cùng, nhiều khu phòng riêng rất sạch sẽ. Bãi biển sạch. Thích hợp cho cặp đôi hoặc gia đình nghỉ dưỡng dài ngày nha ahihi.
Tuy nhiên chất lượng phòng hơi hên xui, phòng mình bị hư cái bồn tắm :(",4
51,"Hè này công ti tổ chức cho nhân viên đi chơi ở Quy Nhơn, mình mới đến đất võ lần đầu luôn. Phòng nghỉ ở khu resort do công ti book nên mình cũng không rõ giá cả thế nào, chỉ biết chỗ này thuộc loại resort 4 sao. Ấn tượng xấu nhất của mình là lúc nhận phòng, nền nhà bụi bám kinh khủng, buộc phải đi dép, còn lại cái tiện ích đầy đủ, kết mấy chai sữa tắm cute. Nhân viên tới tận phòng hướng dẫn khá tỉ mỉ. Cỡ 6 giờ phải đóng cửa chống muỗi rồi. Các dịch vụ đi kèm của resort như buffet, cơm trưa không có gì bàn cãi.",4
52,"Lần đầu tiên đặt chân tới đất võ Bình Định cũng là dịp teambuilding cùng công ty. Sau cơ số thời gian di chuyển từ tàu hỏa cho tới xe khách, mình cũng tới khu resort này. Không gian sân vườn xanh mát là một điểm cộng nho nhỏ giữa tiết trời nắng cháy da miền Trung. Là khu resort 4 sao, nên các tiện nghi phòng ốc đối với mình cũng bình thường. Phòng có ban công hóng gió, cực ổn để sống ảo. Sáng thì có buffet, trưa có cơm rất ngon miệng. Phía sau khu này gần bãi tắm Hoàng Hậu và Ghềnh Ráng, nếu không quá khó tính thì nghỉ dưỡng ở đây cũng ổn!",4
53,"Resort này có 4 ngôi sao rất đẹp ở bảng tên nhưng dịch vu và phục vụ không tương xứng với danh nghĩa 4 sao. Không gian resort rất rộng nhưng bảng chỉ đường không rõ ràng lắm, nhiều chỗ còn cắm biển chỉ sai đường về phòng của khách. Phòng ốc thì hư cửa, khách vào ở rồi mà thợ còn ngồi loay hoay sửa khóa. điện thoại bàn trong phòng thì không sử dụng được. Bạn mình có để quên cục sạc điện thoại Samsung Galaxy S8+ trong phòng, khi về Saigon nhớ ra và gọi lên hỏi resort thì chỉ nhận được câu trả lời hứa hẹn là sẽ liên lạc lại sau, yêu cầu khách để lại số phone. Bạn mình chờ lâu không thấy gọi lại thì alo hỏi tiếp nhưng kết quả vẫn y chang lần trước.",3
54,"Vừa rồi công ty mình có team building nghĩ ở đây 3 ngày 2 đêm. Theo cảm nhận của mình thì không happy lắm. Mình ở phòng 3 nhưng thực chất là phòng đôi kê thêm giường nên mọi dụng cụ trong phòng đều cung cấp đôi chỉ khi mình yêu cầu mới thêm 1 đôi dép và khăn tấm còn lại không được. Phòng view biển thì mùa này mùa gió Nam mà hướng biển là hướng Đông Bắc nên không có chút gió biển nào hết tối lại nhiều côn trùng nên phải đóng cửa bật máy lạnh. Theo report của team thì có phòng hư cửa, toilet mà lại trúng phòng nữ mới khổ. Ăn sáng ở khách sạn luôn nhưng menu ít thay đổi món nên ngày thứ 2 là ngán không muốn ăn. Nói chung dịch vụ của khách sạn cần cải thiện nhiều nếu muốn thu hút và giữ khách",3
55,"Ở đây 2 ngày, 2 đêm, phòng view biển khá đẹp. Trong phòng đầy đủ tiện nghi, mỗi tội chăn mền có mùi cũ, nên thấy ghê ghê. Nhà hàng đồ ăn khá ổn, phục vụ vui vẻ, nhiệt tình. Có buffet sáng free, đồ cũng đa dạng.",4
56,"Ở đây 4 ngày 3 đêm, phòng đôi, hướng vườn, bên hông nhìn ra được 1 góc biển. 
Không biết các khu phòng khác thế nào chứ mình ở tầng 3 khu C mà mỗi lần đi thang máy lên cửa thang máy mở ra đóng vào hết hồn, như một đống sắt vụn ấy.
Phòng mình ở cũng tạm được, sạch sẽ, đầy đủ các tiện nghi cần thiết. Tuy nhiên vì ở gần vườn nên lúc nào ra ban công hóng gió ko để ý đóng cửa thì y như rằng muỗi lại vo ve cả đêm , 
Mình ăn sáng buffet 2 bữa ở đây thì bữa đầu gặp ngay cái bánh mì mốc, bữa thứ 2 thì các món y xì z, nói chung không có gì đặc sắc.
Không gian cũng rộng nhưng mà không được thoáng lắm, còn ít dịch vụ, không có phòng tập và phòng ốc thì cũng cũ rồi.
Bãi tắm của resort gần ống thoát nước thì phải nên mé bên phải hơi mùi. Bãi cát rộng nhưng không có ghế hay mái che để ngồi gì cả.",4
